iso3,year,value
SAS,2009,7.38981184100092
SAS,2008,3.48063577458643
SAS,2007,7.53428173032866
SAS,2006,7.89518422976431
SAS,2005,7.64449221776582
TSA,2012,5.64515915604163
TSA,2011,5.45109403202389
TSA,2010,8.19440351757765
TSA,2009,7.38981184100092
TSA,2008,3.48063577458643
TSA,2007,7.53428173032866
TSA,2006,7.89518422976431
TSA,2005,7.64449221776582
SSF,2012,3.33566308216501
SSF,2011,4.45162930662147
SSF,2010,6.05119087977121
SSF,2009,3.14754867102099
SSF,2008,5.19915700484026
SSF,2007,6.15845441455012
SSF,2006,6.04939293975086
SSF,2005,6.00947416911313
SSA,2012,3.17446516095201
SSA,2011,4.25581560877077
SSA,2010,5.87829228672747
SSA,2009,3.00902297912151
SSA,2008,5.07008601288261
SSA,2007,6.0325830099361
SSA,2006,5.93986367359199
SSA,2005,5.88443109809147
TSS,2012,3.33566308216497
TSS,2011,4.45162930662151
TSS,2010,6.05119087977124
TSS,2009,3.14754867102099
TSS,2008,5.19915700484026
TSS,2007,6.15845441455019
TSS,2006,6.04939293975077
TSS,2005,6.00947416911313
WLD,2012,2.73120979279713
WLD,2011,3.33900335400304
WLD,2010,4.52424032554688
WLD,2009,-1.31864911944237
WLD,2008,2.09239458384161
WLD,2007,4.41384473328108
WLD,2006,4.47616958858079
WLD,2005,4.05453629039749
AFG,2012,12.7522870926697
AFG,2011,0.426354776777345
AFG,2010,14.3624414710737
AFG,2009,21.3905283926492
AFG,2008,3.92498381999467
AFG,2007,13.8263195471281
AFG,2006,5.35740324748592
AFG,2005,11.2297148272859
ALB,2012,0.984129880204108
ALB,2011,2.46351683915714
ALB,2010,2.97315442681247
ALB,2009,2.69075152362146
ALB,2008,6.90706230713707
ALB,2007,6.50009261158209
ALB,2006,6.0189812403864
ALB,2005,5.13082193056189
DZA,2012,2.40000000034432
DZA,2011,2.99999999941909
DZA,2010,4.80000000093564
DZA,2009,1.19999999969519
DZA,2008,2.49999999929371
DZA,2007,3.10000000128674
DZA,2006,2.89999999905852
DZA,2005,5.39999999969525
ASM,2012,-4.33482810164425
ASM,2011,0.0
ASM,2010,0.299850074962521
ASM,2009,-4.16666666666666
ASM,2008,-2.65734265734265
ASM,2007,1.85185185185186
ASM,2006,-4.09836065573771
ASM,2005,-0.408163265306129
AND,2012,-4.97444371853503
AND,2011,-0.00806975341139093
AND,2010,-1.97495799965345
AND,2009,-5.30284654348291
AND,2008,-5.55918636850581
AND,2007,1.55318814103222
AND,2006,4.80868869916921
AND,2005,5.39779598500422
AGO,2012,8.50312283866612
AGO,2011,3.59386960240222
AGO,2010,5.29366572819954
AGO,2009,1.99558909788963
AGO,2008,10.7866360496581
AGO,2007,13.0026889457975
AGO,2006,11.8418178757044
AGO,2005,14.1547775343954
ATG,2012,3.37314273947959
ATG,2011,-1.95874262217572
ATG,2010,-7.84050683730972
ATG,2009,-11.9628794703471
ATG,2008,-0.0140065981851762
ATG,2007,9.31518272315685
ATG,2006,12.7081474873625
ATG,2005,6.47368941781741
ARG,2012,-1.0264204544321
ARG,2011,6.00395169280579
ARG,2010,10.1253981561002
ARG,2009,-5.91852507634947
ARG,2008,4.05723310346406
ARG,2007,9.00765087504757
ARG,2006,8.04715150043027
ARG,2005,8.85165992013437
ARM,2012,7.20000000096486
ARM,2011,4.69999999867412
ARM,2010,2.2000000002151
ARM,2009,-14.1000000006998
ARM,2008,6.90000000042959
ARM,2007,13.7000000015467
ARM,2006,13.1999999994661
ARM,2005,13.8999999991133
ABW,2012,-1.04079988436683
ABW,2011,3.36923718421511
ABW,2010,-2.73345679250639
ABW,2009,-11.6777413693852
ABW,2008,1.83575517191368
ABW,2007,3.0895443848509
ABW,2006,1.12741146411624
ABW,2005,-0.383137672063768
AUS,2012,3.95247138119184
AUS,2011,2.39473494330615
AUS,2010,2.21004795300735
AUS,2009,1.95484826298522
AUS,2008,3.62398503565633
AUS,2007,3.78947119882653
AUS,2006,2.7709261737475
AUS,2005,3.15548121323168
AUT,2012,0.628246239479637
AUT,2011,2.92746800169145
AUT,2010,1.80898243043663
AUT,2009,-3.58626472551299
AUT,2008,1.45330562142114
AUT,2007,3.77522468729185
AUT,2006,3.26933601506059
AUT,2005,2.32036514266782
AZE,2012,2.20293891708398
AZE,2011,-1.5729973511111
AZE,2010,4.78883248761557
AZE,2009,9.36950260277183
AZE,2008,10.591437462476
AZE,2007,25.4632157314482
AZE,2006,34.4662096226792
AZE,2005,27.9615381082131
BHS,2012,4.52003886739061
BHS,2011,0.613170735890648
BHS,2010,1.53866248693835
BHS,2009,-4.17542805647342
BHS,2008,-2.32364807041851
BHS,2007,1.44609991235758
BHS,2006,2.51659221712706
BHS,2005,3.39608420536011
BHR,2012,3.80302899043062
BHR,2011,1.92815791170796
BHR,2010,4.3342989754845
BHR,2009,2.53988570158225
BHR,2008,6.24501094995797
BHR,2007,8.29396129093843
BHR,2006,6.4669995195042
BHR,2005,6.76899737789502
BGD,2012,6.52145877906443
BGD,2011,6.46437912497728
BGD,2010,5.57178818533122
BGD,2009,5.04512479919337
BGD,2008,6.01378975738535
BGD,2007,7.05859935449848
BGD,2006,6.67190498576788
BGD,2005,6.53594493875502
BRB,2012,-3.41390821153806
BRB,2011,-0.310320187825369
BRB,2010,-2.21771085628247
BRB,2009,-5.01727538250874
BRB,2008,0.633460590858988
BRB,2007,2.07918386258883
BRB,2006,6.07054621673575
BRB,2005,3.95545720757542
BLR,2012,1.70785253368828
BLR,2011,5.54997471638077
BLR,2010,7.75001707500896
BLR,2009,0.199995231733979
BLR,2008,10.1999994860937
BLR,2007,8.60000659811426
BLR,2006,9.99999473022963
BLR,2005,9.40000151584914
BEL,2012,0.215803612089744
BEL,2011,1.93115502411325
BEL,2010,2.71031150254662
BEL,2009,-1.90644105515335
BEL,2008,0.446905130727231
BEL,2007,3.67692462515802
BEL,2006,2.55234087322462
BEL,2005,2.32173792911834
BLZ,2012,3.94389321816617
BLZ,2011,-0.13007112300869
BLZ,2010,1.41741099233461
BLZ,2009,-0.446709636828217
BLZ,2008,-1.62747776449082
BLZ,2007,3.33939738340764
BLZ,2006,4.51145460193301
BLZ,2005,2.2191905367057
BEN,2012,4.811223315688
BEN,2011,2.96375291904201
BEN,2010,2.11406472648392
BEN,2009,2.31929213912838
BEN,2008,4.89657708429647
BEN,2007,5.98634932177609
BEN,2006,3.94373882815798
BEN,2005,1.71316456361184
BMU,2012,-5.30529910675297
BMU,2011,-3.74274431740703
BMU,2010,-2.50287828947368
BMU,2009,-5.6266977105161
BMU,2008,-1.86595582635186
BMU,2007,3.34513970877607
BMU,2006,5.5438663804406
BMU,2005,1.67420611410508
BTN,2012,5.16482012683895
BTN,2011,8.4892584842808
BTN,2010,11.9318738376229
BTN,2009,7.66749238553135
BTN,2008,4.52944877696235
BTN,2007,16.1047836542012
BTN,2006,5.6408051539139
BTN,2005,6.93507146766659
BOL,2012,5.12227558091767
BOL,2011,5.20409244308591
BOL,2010,4.12672259105658
BOL,2009,3.35699957430558
BOL,2008,6.14849787462195
BOL,2007,4.56438426887904
BOL,2006,4.79700882356046
BOL,2005,4.42143312687995
BIH,2012,-0.821837252962993
BIH,2011,0.959511709726897
BIH,2010,0.865667236280544
BIH,2009,-3.0044555389081
BIH,2008,5.44184730165964
BIH,2007,5.85911689412598
BIH,2006,5.41400299607282
BIH,2005,3.89718320544974
BWA,2012,-0.170857099335691
BWA,2011,6.83841052493574
BWA,2010,10.119723322694
BWA,2009,-14.1442346163423
BWA,2008,3.25207295796832
BWA,2007,5.79255577727118
BWA,2006,8.36387109282306
BWA,2005,4.55664565323181
BRA,2012,1.92117598509462
BRA,2011,3.97442307944702
BRA,2010,7.52822581812151
BRA,2009,-0.12581200299141
BRA,2008,5.09419544811998
BRA,2007,6.06987060733128
BRA,2006,3.96198870899485
BRA,2005,3.20213206216255
BRN,2012,0.913135189664487
BRN,2011,3.74440625524871
BRN,2010,2.74136439456163
BRN,2009,-1.90025367202547
BRN,2008,-3.90071101715114
BRN,2007,-3.76362326254647
BRN,2006,4.09841257308588
BRN,2005,-0.00392531660746442
BGR,2012,0.748815411928831
BGR,2011,2.09017507758604
BGR,2010,1.55535979911015
BGR,2009,-3.34714149737695
BGR,2008,6.12955841579208
BGR,2007,6.65438792422609
BGR,2006,6.80258943603174
BGR,2005,7.05634873469204
BFA,2012,6.45267237953146
BFA,2011,6.62256261306693
BFA,2010,8.44628157707625
BFA,2009,2.96195085866692
BFA,2008,5.79999174105387
BFA,2007,4.11137901761516
BFA,2006,6.25316468817478
BFA,2005,8.66187322841225
BDI,2012,4.42303118490126
BDI,2011,4.02442793864228
BDI,2010,5.09373697323055
BDI,2009,3.7870758305051
BDI,2008,4.90874190813545
BDI,2007,3.44449364663615
BDI,2006,5.41380714491444
BDI,2005,0.900000000901912
CPV,2012,1.08364848376166
CPV,2011,3.92471821338283
CPV,2010,1.83641914989978
CPV,2009,-1.50358672385678
CPV,2008,7.03901129565128
CPV,2007,15.1706879735517
CPV,2006,7.98375044795048
CPV,2005,6.91245795720201
KHM,2012,7.65025657870362
KHM,2011,7.28665813879552
KHM,2010,5.07691843229247
KHM,2009,4.07477850599065
KHM,2008,7.47636606631011
KHM,2007,10.398458101201
KHM,2006,10.9433600681694
KHM,2005,13.3033338358455
CMR,2012,4.62597872209571
CMR,2011,3.37921128506045
CMR,2010,2.89902472122014
CMR,2009,2.57925177738754
CMR,2008,2.8476778892105
CMR,2007,4.32758900972871
CMR,2006,3.80958327566137
CMR,2005,2.22827020924117
CAN,2012,1.75566129145483
CAN,2011,3.13719442170364
CAN,2010,3.09080634469335
CAN,2009,-2.91508621550267
CAN,2008,0.995406301140747
CAN,2007,2.04990463726786
CAN,2006,2.63794375007348
CAN,2005,3.21045439063563
CYM,2012,1.22975368307725
CYM,2011,1.16906269526342
CYM,2010,-2.71563682344265
CYM,2009,-7.20048278238133
CYM,2008,-0.357401372925935
CYM,2007,3.16262533840754
CAF,2012,5.05376125356918
CAF,2011,4.19461533741989
CAF,2010,4.63081843223307
CAF,2009,8.58726042640994
CAF,2008,2.05413096200485
CAF,2007,4.60753485452025
CAF,2006,4.77108543044105
CAF,2005,0.908210514871953
TCD,2012,9.0618039227671
TCD,2011,4.49542966941512
TCD,2010,13.6738272741836
TCD,2009,-1.40828262674047
TCD,2008,3.08119033861925
TCD,2007,4.20017418206496
TCD,2006,-0.542829570704413
TCD,2005,17.3325337353466
CHI,2012,-5.75366122139113
CHI,2011,1.12504310895372
CHI,2010,-3.60663231572742
CHL,2012,6.15534001855494
CHL,2011,6.22389678509138
CHL,2010,5.85165102224047
CHL,2009,-1.11803723642878
CHL,2008,3.78939280635238
CHL,2007,5.16823098528431
CHL,2006,6.04999082563968
CHL,2005,5.83704571917758
CHN,2012,7.85617427055587
CHN,2011,9.4613358870736
CHN,2010,10.5962719761682
CHN,2009,9.40269972778044
CHN,2008,9.67024588602851
CHN,2007,14.1499854947127
CHN,2006,12.6746751655235
CHN,2005,11.458238455067
COL,2012,3.91263576716115
COL,2011,6.94789198173555
COL,2010,4.49465897070922
COL,2009,1.13964864548062
COL,2008,3.28344618616541
COL,2007,6.73819469090975
COL,2006,6.71686869844402
COL,2005,4.82876110773741
COM,2012,3.16835627559691
COM,2011,4.14356479211455
COM,2010,3.77788070743117
COM,2009,3.24060198483924
COM,2008,3.96461118871815
COM,2007,0.803599788247752
COM,2006,-1.75444679449394
COM,2005,5.66520240193151
COD,2012,8.66859360531922
COD,2011,7.59331721294959
COD,2010,7.84300782191249
COD,2009,0.565481557604713
COD,2008,7.40172337539792
COD,2007,8.52992974243585
COD,2006,5.10894433184896
COD,2005,6.13515115548968
COG,2012,9.94715314257564
COG,2011,2.20591936286718
COG,2010,9.93126543095578
COG,2009,11.6372888615758
COG,2008,6.30637595585259
COG,2007,-6.61399480441001
COG,2006,7.98623836334291
COG,2005,7.75575897806648
CRI,2012,4.88259241025739
CRI,2011,4.40315923970431
CRI,2010,5.36034352634111
CRI,2009,-0.873455942787785
CRI,2008,4.73817487754022
CRI,2007,8.21513198348715
CRI,2006,7.3266954325067
CRI,2005,3.97666636818026
CIV,2012,7.62041176451649
CIV,2011,-5.37044724000579
CIV,2010,6.84804939907013
CIV,2009,3.60332156667053
CIV,2008,4.7826659787672
CIV,2007,1.10142976793477
CIV,2006,2.81557859252327
CIV,2005,0.996065564854788
HRV,2012,-2.23743360119771
HRV,2011,-0.110906722446629
HRV,2010,-1.33604672354973
HRV,2009,-6.81231217572574
HRV,2008,1.97287006723876
HRV,2007,5.04927635248129
HRV,2006,5.06907770841399
HRV,2005,4.3270764246793
CUB,2012,3.01490028898772
CUB,2011,2.80230083647626
CUB,2010,2.39035229650723
CUB,2009,1.4513054307407
CUB,2008,4.11682804164681
CUB,2007,7.26213696647943
CUB,2006,12.0658631129953
CUB,2005,11.2016564219094
CUW,2012,-0.34895035717112
CUW,2011,0.508457572414372
CUW,2010,0.0823066088131412
CUW,2009,-0.531308242338184
CUW,2008,2.18804308019168
CUW,2007,2.46996322836787
CUW,2006,1.63593468987035
CUW,2005,0.676425345201665
CYP,2012,-3.44738151374587
CYP,2011,0.416711868408683
CYP,2010,2.28267100119788
CYP,2009,-2.01508203683694
CYP,2008,3.64698922103939
CYP,2007,5.09822614854798
CYP,2006,4.71378358593959
CYP,2005,4.85298762175586
CZE,2012,-0.770668190622743
CZE,2011,1.77238085338473
CZE,2010,2.71466509907701
CZE,2009,-4.79832416684926
CZE,2008,2.61226807205139
CZE,2007,5.48882595164517
CZE,2006,6.62317299177447
CZE,2005,6.37502886086791
DNK,2012,-0.00543230161670749
DNK,2011,1.3108037609606
DNK,2010,1.58289703108802
DNK,2009,-4.97447905669058
DNK,2008,-0.417178439991005
DNK,2007,0.987173815945127
DNK,2006,3.81648769908172
DNK,2005,2.35960882992528
DMA,2012,-0.15739179314221
DMA,2011,0.0427388878891435
DMA,2010,-0.105610857694984
DMA,2009,-1.13575145648322
DMA,2008,7.12131217762231
DMA,2007,5.3579375575878
DMA,2006,4.40077479812059
DMA,2005,0.915286472779144
DOM,2012,2.77567100848816
DOM,2011,3.19196227475523
DOM,2010,8.40114541209596
DOM,2009,1.00345293018719
DOM,2008,3.26808671288212
DOM,2007,7.41840577774235
DOM,2006,9.17120650955299
DOM,2005,9.43178931977285
ECU,2012,5.783212336172
ECU,2011,8.48147656332823
ECU,2010,4.02913787986621
ECU,2009,1.0910129698311
ECU,2008,6.56492068224719
ECU,2007,1.90242859700484
ECU,2006,4.34113198577639
ECU,2005,5.39862243994342
EGY,2012,2.22619979863525
EGY,2011,1.7645719489982
EGY,2010,5.1472348575531
EGY,2009,4.67359979952391
EGY,2008,7.15628356605819
EGY,2007,7.08782742681038
EGY,2006,6.84383819379117
EGY,2005,4.47174447174434
SLV,2012,2.88770010188691
SLV,2011,3.77358499834686
SLV,2010,2.15419536693635
SLV,2009,-2.10876837627522
SLV,2008,2.15440298282768
SLV,2007,1.84760220587859
SLV,2006,4.3369986028604
SLV,2005,2.68083009363194
GNQ,2012,8.31287184445641
GNQ,2011,6.52392362989873
GNQ,2010,-8.92417588851806
GNQ,2009,1.34335628806095
GNQ,2008,17.7991091333811
GNQ,2007,15.2821139194857
GNQ,2006,7.70491760658767
GNQ,2005,16.7487006053541
ERI,2011,8.67980010138049
ERI,2010,2.19419034888082
ERI,2009,3.8765015275421
ERI,2008,-9.78303001782456
ERI,2007,1.42682221120323
ERI,2006,-0.969217110711355
ERI,2005,2.57444955124846
EST,2012,3.67201872506541
EST,2011,7.60697458913162
EST,2010,2.4497502063999
EST,2009,-14.6302225427906
EST,2008,-5.12531154308803
EST,2007,7.57091879311882
EST,2006,9.76257131206653
EST,2005,9.52305386462066
SWZ,2012,4.09048190124592
SWZ,2011,1.83973625916165
SWZ,2010,3.82443487429767
SWZ,2009,1.43311134247756
SWZ,2008,1.44055358727118
SWZ,2007,4.31772144872362
SWZ,2006,6.72880946564094
SWZ,2005,5.99228289096037
ETH,2012,8.64781163513926
ETH,2011,11.1782962297008
ETH,2010,12.5505383347633
ETH,2009,8.8025531990487
ETH,2008,10.7885216870332
ETH,2007,11.4561670019891
ETH,2006,10.8347270679373
ETH,2005,11.8187659491625
FRO,2012,7.08148344487884
FRO,2011,3.56636317884431
FRO,2010,-0.379817991218616
FRO,2009,-4.55329824103478
FJI,2012,1.41131438177968
FJI,2011,2.70514302901054
FJI,2010,2.9546724221223
FJI,2009,-1.38603770763578
FJI,2008,1.03279422025963
FJI,2007,-0.850654310045783
FJI,2006,1.85248387199492
FJI,2005,0.700000402432295
FIN,2012,-1.52284013040689
FIN,2011,2.39039455396828
FIN,2010,3.1682879121621
FIN,2009,-8.07603116552393
FIN,2008,0.784431235717051
FIN,2007,5.31280176694145
FIN,2006,4.01957326515895
FIN,2005,2.77730918518017
FRA,2012,0.183835264973013
FRA,2011,2.43757653729007
FRA,2010,2.00032476039051
FRA,2009,-2.82455153714783
FRA,2008,0.380171435849121
FRA,2007,2.53048188351066
FRA,2006,2.71406448755236
FRA,2005,1.88856584109286
PYF,2012,-0.927537712532072
PYF,2011,-2.96195745427229
PYF,2010,-2.4660641898174
PYF,2009,-4.23139183069446
PYF,2008,0.00676755066312751
PYF,2007,1.70497563803002
PYF,2006,0.889584117597607
PYF,2005,0.309973476180005
GAB,2012,5.25107691750407
GAB,2011,7.09175334258654
GAB,2010,7.08988731455126
GAB,2009,0.130331119816617
GAB,2008,-3.30843064878751
GAB,2007,6.00810802487668
GAB,2006,-2.80657835569052
GAB,2005,2.67620333310926
GMB,2012,5.24156924630741
GMB,2011,-8.13044422315659
GMB,2010,5.90833580968288
GMB,2009,6.6657243078367
GMB,2008,6.25590553394287
GMB,2007,3.04324950829739
GMB,2006,-0.555580977246521
GMB,2005,-2.35172936176019
GEO,2012,6.57883101954195
GEO,2011,7.9343365253078
GEO,2010,6.24640865303363
GEO,2009,-3.65075229596822
GEO,2008,2.42161440960641
GEO,2007,12.5755698246405
GEO,2006,9.42148081189909
GEO,2005,9.59113832853026
DEU,2012,0.463512036709204
DEU,2011,3.75796884489337
DEU,2010,4.13463778522758
DEU,2009,-5.54455451920674
DEU,2008,0.887902330743628
DEU,2007,2.8891174138025
DEU,2006,3.86668241523209
DEU,2005,0.885485292551564
GHA,2012,9.2927894063005
GHA,2011,14.0471235803149
GHA,2010,7.89971194051621
GHA,2009,4.84448705175076
GHA,2008,9.14979893831817
GHA,2007,4.34681910440079
GHA,2006,6.39991260618034
GHA,2005,5.90000381855104
GRC,2012,-8.33113421099992
GRC,2011,-9.87677875300243
