country_code,country,year,account_ownership_female_pct,account_ownership_male_pct,account_ownership_older_pct,account_ownership_outoflaborforce_pct,account_ownership_pct_15plus,account_ownership_richest60_pct,account_ownership_young_pct,account_ownership_poorest40_pct,account_at_formal_institution_pct,borrowers_at_commercial_banks_per1k,depositors_at_commercial_banks_per1k,saved_at_financial_institution_pct
BRA,Brazil,2021,80.8668081422269,87.0474203748402,85.1499687792139,85.5630235669351,84.0357458977852,85.4033210650492,79.9177179518201,81.9784255452623,,,16.35463,22.82475
BRA,Brazil,2024,82.2763902255203,90.853585329865,86.828115829651,93.5431124318702,86.3811782311541,91.8922107287555,84.3933437415226,78.0975446578644,,,,
CHN,China,2011,60.008675441337,67.5847964414684,63.5457250268259,81.8726449250129,63.8173128563221,75.2636898033832,65.2909654430242,46.6263607847143,11.822186,0.96158553,18.63039,32.08942
CHN,China,2014,76.4173378243648,81.444677603225,79.7951738292002,90.0206819695057,78.9652608494559,83.2214385764409,74.2828836132499,72.6805568490856,17.048802,1.2487334,20.26328,41.15433
CHN,China,2017,75.6557719927572,83.361786363876,78.4880968797029,94.1404015505187,79.5313410701405,87.5781479828543,86.5750931091022,68.8845830766161,25.547598,1.7443546,22.5563,33.81175
CHN,China,2021,87.3449018911007,89.9227937995507,88.7520908835361,97.2123467815806,88.7090216844445,92.4606237628996,88.4684252410524,83.0814727173529,,,25.01797,44.69354
CHN,China,2024,89.2021200745424,89.5550580073499,89.4974582569168,94.4530338656865,89.3830319754266,93.8015738218757,88.558719237412,82.7432333438411,,,,
CMR,Cameroon,2011,10.8814437855453,18.8115622214897,19.692904518626,17.4445323357852,14.8096124143559,16.0433801001366,5.4548266469958,12.9456830800504,49.844877,11.446711,9.635683,9.940995
CMR,Cameroon,2014,10.1781983512431,14.1788971008065,15.7733399201626,21.7276433068208,12.1777346523732,18.7373243886978,5.32613803816783,2.30354790248714,66.566575,9.701687,9.666199,7.715596
CMR,Cameroon,2017,30.030370229117,39.2444549542367,39.6618172653047,46.4665095458727,34.5907908564962,40.9817361342306,24.7821150939092,24.9801251004451,82.983405,10.835904,10.53425,10.92068
CMR,Cameroon,2021,49.2549795515638,54.1474459088713,53.330801458836,67.2119072316709,51.6548130092196,63.460238081962,48.5632238809364,33.8855917944228,,,,8.614398
CMR,Cameroon,2024,52.8996933484284,69.3553577956512,62.8688100779265,77.265931270629,60.8737908565624,71.5008862833248,57.1746315950979,44.8919869724807,,,,
COL,Colombia,2011,25.3545600566368,35.935750018283,36.3792876605983,35.027481537819,30.4278010167618,41.4834890023831,12.7720874295182,13.8392101984029,1098.5008,2.4955438,5.447982,9.20453
