country_code,country,year,inflation_cpi_annual_pct,gdp_per_capita_ppp_constant,population,broad_money_pct_gdp,tax_revenue_pct_gdp,govt_expenditure_pct_gdp,govt_revenue_pct_gdp,seigniorage_inflation_tax,non_seigniorage_fiscal_capacity,fiscal_gap,seigniorage_dependence,seigniorage_at_risk_pct_gdp
USA,United States,2010,1.6400,59789.4129,309378227.0000,84.8488,0.0000,26.0546,0.0000,1.3916,0.0000,-26.0546,1.0000,0.4175
USA,United States,2011,3.1568,60245.4844,311839461.0000,87.3237,0.0000,25.3457,0.0000,2.7567,0.0000,-25.3457,1.0000,0.8270
USA,United States,2012,2.0693,61134.5306,314339099.0000,87.9168,0.0000,23.9119,0.0000,1.8193,0.0000,-23.9119,1.0000,0.5458
USA,United States,2013,1.4648,61958.7234,316726282.0000,88.6601,0.0000,22.9324,0.0000,1.2987,0.0000,-22.9324,1.0000,0.3896
USA,United States,2014,1.6222,63018.8034,319257560.0000,89.4922,0.0000,22.6841,0.0000,1.4518,0.0000,-22.6841,1.0000,0.4355
USA,United States,2015,0.1186,64359.4726,321815121.0000,88.9824,0.0000,22.4829,0.0000,0.1056,0.0000,-22.4829,1.0000,0.0317
USA,United States,2016,1.2616,65017.6550,324353340.0000,89.9902,0.0000,22.5476,0.0000,1.1353,0.0000,-22.5476,1.0000,0.3406
USA,United States,2017,2.1301,66155.5556,326608609.0000,90.5238,0.0000,22.2939,0.0000,1.9283,0.0000,-22.2939,1.0000,0.5785
USA,United States,2018,2.4426,67719.7656,328529577.0000,89.3304,0.0000,22.3028,0.0000,2.1820,0.0000,-22.3028,1.0000,0.6546
USA,United States,2019,1.8122,69112.6027,330226227.0000,92.9870,0.0000,22.6818,0.0000,1.6851,0.0000,-22.6818,1.0000,0.5055
USA,United States,2020,1.2336,67342.0709,331577720.0000,110.6388,0.0000,32.2719,0.0000,1.3648,0.0000,-32.2719,1.0000,0.4094
USA,United States,2021,4.6979,71307.4017,332099760.0000,116.7864,0.0000,31.7950,0.0000,5.4865,0.0000,-31.7950,1.0000,1.6459
USA,United States,2022,8.0028,72679.2575,334017321.0000,105.4462,0.0000,25.0456,0.0000,8.4387,0.0000,-25.0456,1.0000,2.5316
USA,United States,2023,4.1163,74158.7164,336806231.0000,100.6844,0.0000,24.8983,0.0000,4.1445,0.0000,-24.8983,1.0000,1.2434
USA,United States,2024,2.9495,75489.2664,340110988.0000,100.7243,0.0000,,0.0000,2.9709,0.0000,,1.0000,0.8913
VEN,"Venezuela, RB",2010,28.1875,,28813101.0000,32.1589,,,,9.0648,,,,2.7194
VEN,"Venezuela, RB",2011,26.0902,,29185212.0000,35.9416,,,,9.3772,,,,2.8132
VEN,"Venezuela, RB",2012,21.0690,,29553826.0000,43.1450,,,,9.0902,,,,2.7271
VEN,"Venezuela, RB",2013,40.6394,,29912198.0000,48.6097,,,,19.7547,,,,5.9264
VEN,"Venezuela, RB",2014,62.1686,,30254079.0000,,,,,,,,,
VEN,"Venezuela, RB",2015,121.7381,,30573972.0000,,,,,,,,,
VEN,"Venezuela, RB",2016,254.9485,,30765720.0000,,,,,,,,,
VEN,"Venezuela, RB",2017,,,30565323.0000,,,,,,,,,
VEN,"Venezuela, RB",2018,,,29807592.0000,,,,,,,,,
VEN,"Venezuela, RB",2019,,,28938098.0000,,,,,,,,,
VEN,"Venezuela, RB",2020,,,28444077.0000,,,,,,,,,
VEN,"Venezuela, RB",2021,,,28237826.0000,,,,,,,,,
VEN,"Venezuela, RB",2022,,,28213017.0000,,,,,,,,,
VEN,"Venezuela, RB",2023,,,28300854.0000,,,,,,,,,
VEN,"Venezuela, RB",2024,,,28405543.0000,,,,,,,,,
VNM,Viet Nam,2010,9.2075,7274.7331,87455152.0000,90.4545,,,,8.3286,,,,2.4986
VNM,Viet Nam,2011,18.6777,7652.6190,88468314.0000,78.3722,,,,14.6381,,,,4.3914
VNM,Viet Nam,2012,9.0947,7979.8683,89510356.0000,84.8165,,,,7.7138,,,,2.3141
VNM,Viet Nam,2013,6.5927,8324.1987,90573104.0000,93.7627,,,,6.1815,,,,1.8544
VNM,Viet Nam,2014,4.0846,8751.8828,91679578.0000,101.7340,,,,4.1554,,,,1.2466
VNM,Viet Nam,2015,0.6312,9248.0240,92823254.0000,111.1747,,,,0.7017,,,,0.2105
VNM,Viet Nam,2016,2.6682,9743.1882,94000117.0000,120.6403,,,,3.2190,,,,0.9657
VNM,Viet Nam,2017,3.5203,10290.5487,95176977.0000,123.5053,,,,4.3477,,,,1.3043
VNM,Viet Nam,2018,3.5396,10936.8938,96237319.0000,124.9870,,,,4.4241,,,,1.3272
VNM,Viet Nam,2019,2.7958,11628.6139,97173776.0000,129.1477,,,,3.6107,,,,1.0832
VNM,Viet Nam,2020,3.2209,11851.3966,98079191.0000,140.6037,,,,4.5288,,,,1.3586
VNM,Viet Nam,2021,1.8347,12048.9020,98935098.0000,146.1580,,,,2.6816,,,,0.8045
VNM,Viet Nam,2022,3.1565,12979.7639,99680655.0000,136.2556,,,,4.3009,,,,1.2903
VNM,Viet Nam,2023,3.2529,13545.9347,100352192.0000,,,,,,,,,
VNM,Viet Nam,2024,3.6211,14415.2160,100987686.0000,,,,,,,,,
ZAF,South Africa,2010,4.0675,14164.9958,52344051.0000,68.1690,0.0000,29.5775,0.0000,2.7728,0.0000,-29.5775,1.0000,0.8318
ZAF,South Africa,2011,5.0009,14434.2611,52995205.0000,67.8297,0.0000,31.0620,0.0000,3.3921,0.0000,-31.0620,1.0000,1.0176
ZAF,South Africa,2012,5.7380,14563.7624,53782567.0000,66.5503,0.0000,30.3652,0.0000,3.8186,0.0000,-30.3652,1.0000,1.1456
ZAF,South Africa,2013,5.7802,14681.0966,54678791.0000,64.9808,0.0000,31.2592,0.0000,3.7560,0.0000,-31.2592,1.0000,1.1268
ZAF,South Africa,2014,6.1328,14643.3385,55594838.0000,65.2381,0.0000,31.9054,0.0000,4.0009,0.0000,-31.9054,1.0000,1.2003
ZAF,South Africa,2015,4.5187,14541.6749,56723537.0000,67.3019,0.0000,33.6798,0.0000,3.0412,0.0000,-33.6798,1.0000,0.9123
ZAF,South Africa,2016,6.6029,14501.2808,57259551.0000,66.3120,0.0000,32.1897,0.0000,4.3785,0.0000,-32.1897,1.0000,1.3136
ZAF,South Africa,2017,5.1862,14573.5981,57635162.0000,66.1448,0.0000,33.2518,0.0000,3.4304,0.0000,-33.2518,1.0000,1.0291
ZAF,South Africa,2018,4.5099,14553.5616,58613001.0000,66.1369,0.0000,33.9955,0.0000,2.9827,0.0000,-33.9955,1.0000,0.8948
ZAF,South Africa,2019,4.1029,14352.6699,59587885.0000,66.9092,0.0000,34.6533,0.0000,2.7452,0.0000,-34.6533,1.0000,0.8236
ZAF,South Africa,2020,3.2324,13250.5667,60562381.0000,74.0388,0.0000,37.8354,0.0000,2.3932,0.0000,-37.8354,1.0000,0.7180
ZAF,South Africa,2021,4.6187,13681.9548,61502603.0000,70.1448,0.0000,34.6051,0.0000,3.2398,0.0000,-34.6051,1.0000,0.9719
ZAF,South Africa,2022,7.0399,13767.4968,62378410.0000,70.9485,0.0000,33.4243,0.0000,4.9947,0.0000,-33.4243,1.0000,1.4984
ZAF,South Africa,2023,6.0752,13695.3756,63212384.0000,72.3110,0.0000,,0.0000,4.3931,0.0000,,1.0000,1.3179
ZAF,South Africa,2024,4.3612,13597.6538,64007187.0000,73.8590,,,,3.2211,,,,0.9663
