iso3,iso2,country,wave,year,ari,pmi,csi,spi,ebi,fin_dev,gdp_pc_ppp,npl_ratio,log_gdp_pc,log_fin_dev,ari_x_pmi,ari_z,pmi_z,csi_z,spi_z,ebi_z,ari_z_x_pmi_z,csi_x_pmi,spi_x_pmi,ebi_x_pmi
CAN,CA,,2,2003,7.0,8.0,2.0,6.0,8.0,113.240980376842,32349.8829577427,,10.384365681923821,4.72951811771984,56.0,-1.1445397679624414,0.8848902192424469,-1.6796402409254974,-1.1469470411568812,1.6274315285570444,-1.012792046203984,16.0,48.0,64.0
CAN,CA,,3,2007,8.0,6.0,2.0,3.0,7.0,123.533648061052,39572.9304428478,0.431596614050767,10.585900588823316,4.816513572894842,48.0,-0.7585708827079539,-0.48142705760547244,-1.6796402409254974,-2.2949858929193376,0.6454087429491185,0.3651965480472762,12.0,18.0,42.0
CAN,CA,,4,2012,9.0,6.0,3.0,10.0,7.0,,42291.9729357094,0.651152891186439,10.652352581913439,,54.0,-0.3726019974534664,-0.48142705760547244,-1.0952723638639428,0.3837714278597274,0.6454087429491185,0.17938068329194407,18.0,60.0,42.0
CAN,CA,,5,2019,9.0,5.0,6.0,12.0,6.0,,50498.9731057448,0.503405461160356,10.829708280516995,,45.0,-0.3726019974534664,-1.164585696029432,0.6578312673207214,1.1491306623680317,-0.33661404265880746,0.4339269565463018,30.0,60.0,30.0
COD,CD,,5,2019,,,8.0,,7.0,6.60055526269325,1056.17206659241,5.51099256747337,6.9624063928414985,1.8871537762046886,,,,1.8265670214438308,,0.6454087429491185,,,,
CAF,CF,,2,2003,8.0,7.0,3.0,10.0,7.0,6.18348471191079,648.193215397331,,6.474188823817327,1.8218819817963021,56.0,-0.7585708827079539,0.20173158081848727,-1.0952723638639428,0.3837714278597274,0.6454087429491185,-0.15302770333155083,21.0,70.0,49.0
CAF,CF,,3,2007,11.0,7.0,1.0,10.0,7.0,6.78526082643897,783.355445280928,,6.663586546089898,1.9147527341749389,77.0,0.3993357730555086,0.20173158081848727,-2.264008117987052,0.3837714278597274,0.6454087429491185,0.08055863677586042,7.0,70.0,49.0
COG,CG,,2,2003,8.0,7.0,3.0,10.0,7.0,3.63584014174623,3886.99206795632,,8.265390890190588,1.2908402099323968,56.0,-0.7585708827079539,0.20173158081848727,-1.0952723638639428,0.3837714278597274,0.6454087429491185,-0.15302770333155083,21.0,70.0,49.0
COG,CG,,3,2007,11.0,7.0,1.0,10.0,7.0,2.17001792231507,4242.61126846002,,8.352934223861693,0.7747354266496305,77.0,0.3993357730555086,0.20173158081848727,-2.264008117987052,0.3837714278597274,0.6454087429491185,0.08055863677586042,7.0,70.0,49.0
CHE,CH,,1,2001,12.0,8.0,5.0,10.0,7.0,136.660989970166,37818.9074517374,,10.540564453686702,4.9175033333639036,96.0,0.7853046583099962,0.8848902192424469,0.07346339025916672,0.3837714278597274,0.6454087429491185,0.6949084112640473,40.0,80.0,56.0
CHE,CH,,2,2003,7.0,9.0,6.0,10.0,8.0,140.886754633401,38732.3849513213,,10.564431349526432,4.947956409045116,63.0,-1.1445397679624414,1.5680488576664067,0.6578312673207214,0.3837714278597274,1.6274315285570444,-1.7946942757072804,54.0,90.0,72.0
CHE,CH,,3,2007,8.0,9.0,6.0,11.0,7.0,153.597318200965,50927.630857566,0.742070155737349,10.838160901175742,5.034334360932016,72.0,-0.7585708827079539,1.5680488576664067,0.6578312673207214,0.7664510451138795,0.6454087429491185,-1.189476206089205,54.0,99.0,63.0
CHE,CH,,4,2012,4.0,5.0,3.0,9.0,7.0,162.222194612135,59440.9158607666,0.76405025144117,10.992738087428497,5.08896696716698,20.0,-2.302446423725904,-1.164585696029432,-1.0952723638639428,0.0010918106055752641,0.6454087429491185,2.6813961709453085,15.0,45.0,35.0
CHE,CH,,5,2019,4.0,6.0,6.0,12.0,7.0,,73732.2353322093,0.644681878171939,11.20819536833518,,24.0,-2.302446423725904,-0.48142705760547244,0.6578312673207214,1.1491306623680317,0.6454087429491185,1.1084600070686048,36.0,72.0,42.0
CHL,CL,,1,2001,14.0,6.0,6.0,9.0,2.0,62.9055922088274,9775.51016241925,1.61915877786992,9.187635574020511,4.141635066095119,84.0,1.5572424288189712,-0.48142705760547244,0.6578312673207214,0.0010918106055752641,-4.264705185090511,-0.7496986404847167,36.0,54.0,12.0
CHL,CL,,2,2003,13.0,6.0,6.0,8.0,5.0,62.2143818920917,10708.3644963118,1.63483787843428,9.27878044368659,4.130586193147971,78.0,1.1712735435644837,-0.48142705760547244,0.6578312673207214,-0.3815878066485769,-1.3186368282667333,-0.5638827757293845,36.0,48.0,30.0
CHL,CL,,3,2007,14.0,7.0,5.0,8.0,6.0,69.2567033675696,16697.5160217416,0.750701584683206,9.723015246128698,4.237819939914367,98.0,1.5572424288189712,0.20173158081848727,0.07346339025916672,-0.3815878066485769,-0.33661404265880746,0.3141449768832717,35.0,56.0,42.0
CHL,CL,,4,2012,12.0,7.0,7.0,10.0,5.0,72.9771045191894,21366.1771264909,2.06521444417698,9.9695644425815,4.290145755230674,84.0,0.7853046583099962,0.20173158081848727,1.2421991443822762,0.3837714278597274,-1.3186368282667333,0.15842075014499754,49.0,70.0,35.0
CHL,CL,,5,2019,12.0,7.0,5.0,13.0,7.0,87.3595369708401,25611.7578269458,2.05504919265993,10.150806815141303,4.4700322117403335,84.0,0.7853046583099962,0.20173158081848727,0.07346339025916672,1.5318102796221837,0.6454087429491185,0.15842075014499754,35.0,91.0,49.0
CMR,CM,,2,2003,8.0,7.0,3.0,10.0,7.0,8.23854970959904,2368.10119477369,,7.769843729370243,2.1088243223138647,56.0,-0.7585708827079539,0.20173158081848727,-1.0952723638639428,0.3837714278597274,0.6454087429491185,-0.15302770333155083,21.0,70.0,49.0
CMR,CM,,3,2007,11.0,7.0,1.0,10.0,7.0,8.28508670414223,2817.7222811838,,7.943684135857513,2.1144571160189662,77.0,0.3993357730555086,0.20173158081848727,-2.264008117987052,0.3837714278597274,0.6454087429491185,0.08055863677586042,7.0,70.0,49.0
CHN,CN,,1,2001,7.0,5.0,3.0,10.0,6.0,108.600447763989,3258.40210660305,,8.088992202848557,4.687675530548324,35.0,-1.1445397679624414,-1.164585696029432,-1.0952723638639428,0.3837714278597274,-0.33661404265880746,1.3329146423059044,15.0,50.0,30.0
CHN,CN,,1,2001,6.0,6.0,2.0,7.0,7.0,108.600447763989,3258.40210660305,,8.088992202848557,4.687675530548324,36.0,-1.530508653216929,-0.48142705760547244,-1.6796402409254974,-0.7642674239027291,0.6454087429491185,0.7368282775579406,12.0,42.0,42.0
CHN,CN,,2,2003,10.0,8.0,7.0,7.0,7.0,123.760461710766,4007.11604605423,,8.295827071048889,4.81834793695247,80.0,0.013366887801021103,0.8848902192424469,1.2421991443822762,-0.7642674239027291,0.6454087429491185,0.011828228276834753,56.0,56.0,56.0
CHN,CN,,3,2007,15.0,8.0,3.0,8.0,4.0,104.187272070106,6935.26580584434,,8.84437466018232,4.646189972819175,120.0,1.9432113140734588,0.8848902192424469,-1.0952723638639428,-0.3815878066485769,-2.3006596138746596,1.7195286857448664,24.0,64.0,32.0
CHN,CN,,3,2007,10.0,8.0,3.0,9.0,4.0,104.187272070106,6935.26580584434,,8.84437466018232,4.646189972819175,80.0,0.013366887801021103,0.8848902192424469,-1.0952723638639428,0.0010918106055752641,-2.3006596138746596,0.011828228276834753,24.0,72.0,32.0
CHN,CN,,3,2007,13.0,10.0,6.0,10.0,7.0,104.187272070106,6935.26580584434,,8.84437466018232,4.646189972819175,130.0,1.1712735435644837,2.2512074960903665,0.6578312673207214,0.3837714278597274,0.6454087429491185,2.6367797812446923,60.0,100.0,70.0
CHN,CN,,4,2012,14.0,5.0,7.0,11.0,4.0,126.815170336428,11420.2527051141,0.953674330051852,9.343143611258878,4.842730674724039,70.0,1.5572424288189712,-1.164585696029432,1.2421991443822762,0.7664510451138795,-2.3006596138746596,-1.813542257852705,35.0,55.0,20.0
CHN,CN,,5,2019,14.0,7.0,7.0,10.0,7.0,162.207566232758,17600.8907568493,1.86175485330958,9.77570479093016,5.088876788144262,98.0,1.5572424288189712,0.20173158081848727,1.2421991443822762,0.3837714278597274,0.6454087429491185,0.3141449768832717,49.0,70.0,49.0
CHN,CN,,5,2019,4.0,9.0,7.0,8.0,7.0,162.207566232758,17600.8907568493,1.86175485330958,9.77570479093016,5.088876788144262,36.0,-2.302446423725904,1.5680488576664067,1.2421991443822762,-0.3815878066485769,0.6454087429491185,-3.610348484561507,63.0,72.0,63.0
CHN,CN,,5,2019,11.0,7.0,6.0,12.0,7.0,162.207566232758,17600.8907568493,1.86175485330958,9.77570479093016,5.088876788144262,77.0,0.3993357730555086,0.20173158081848727,0.6578312673207214,1.1491306623680317,0.6454087429491185,0.08055863677586042,42.0,84.0,49.0
CHN,CN,,5,2019,14.0,7.0,7.0,13.0,7.0,162.207566232758,17600.8907568493,1.86175485330958,9.77570479093016,5.088876788144262,98.0,1.5572424288189712,0.20173158081848727,1.2421991443822762,1.5318102796221837,0.6454087429491185,0.3141449768832717,49.0,91.0,49.0
COL,CO,,2,2003,13.0,7.0,5.0,10.0,6.0,20.9980372988679,7420.46008365281,,8.911996340122268,3.0444289713969104,91.0,1.1712735435644837,0.20173158081848727,0.07346339025916672,0.3837714278597274,-0.33661404265880746,0.2362828635141346,35.0,70.0,42.0
COL,CO,,3,2007,14.0,6.0,2.0,11.0,5.0,30.5322839543421,9909.29031403767,3.22929327504345,9.20122801164543,3.418784614113798,84.0,1.5572424288189712,-0.48142705760547244,-1.6796402409254974,0.7664510451138795,-1.3186368282667333,-0.7496986404847167,12.0,66.0,30.0
COL,CO,,4,2012,12.0,6.0,6.0,8.0,5.0,37.7204719650829,12093.0754939172,2.758458591123,9.400388294544024,3.6302029700168537,72.0,0.7853046583099962,-0.48142705760547244,0.6578312673207214,-0.3815878066485769,-1.3186368282667333,-0.3780669109740524,36.0,48.0,30.0
COL,CO,,5,2019,11.0,6.0,4.0,13.0,7.0,46.0245058170222,16181.5908990662,3.1496313020411,9.691629510813888,3.829173989788758,66.0,0.3993357730555086,-0.48142705760547244,-0.510904486802388,1.5318102796221837,0.6454087429491185,-0.19225104621872022,24.0,78.0,42.0
CRI,CR,,2,2003,15.0,9.0,6.0,11.0,8.0,31.5926527806559,8862.9941209874,,9.089639923417339,3.452924586617668,135.0,1.9432113140734588,1.5680488576664067,0.6578312673207214,0.7664510451138795,1.6274315285570444,3.047050281237324,54.0,99.0,72.0
CRI,CR,,3,2007,14.0,7.0,4.0,4.0,3.0,43.2966792360177,11841.9011714247,,9.379399467458578,3.7680759400586328,98.0,1.5572424288189712,0.20173158081848727,-0.510904486802388,-1.9123062756651854,-3.2826823994825856,0.3141449768832717,28.0,28.0,21.0
CRI,CR,,4,2012,12.0,7.0,5.0,6.0,6.0,46.920056810032,14463.7404448087,1.74515621736086,9.579400137560043,3.8484452345695375,84.0,0.7853046583099962,0.20173158081848727,0.07346339025916672,-1.1469470411568812,-0.33661404265880746,0.15842075014499754,35.0,42.0,42.0
CRI,CR,,5,2019,7.0,7.0,6.0,7.0,7.0,55.2332643301867,23339.6091317787,2.39529605631216,10.057907158989895,4.011565386461033,49.0,-1.1445397679624414,0.20173158081848727,0.6578312673207214,-0.7642674239027291,0.6454087429491185,-0.23088981670068792,42.0,49.0,49.0
CYP,CY,,1,2001,8.0,5.0,2.0,10.0,7.0,144.419255356415,22729.625,,10.031424418690257,4.972720564912353,40.0,-0.7585708827079539,-1.164585696029432,-1.6796402409254974,0.3837714278597274,0.6454087429491185,0.8834207994261032,10.0,50.0,35.0
CYP,CY,,2,2003,11.0,7.0,5.0,6.0,7.0,147.195228621501,23425.021484375,,10.061560024262018,4.991759791513315,77.0,0.3993357730555086,0.20173158081848727,0.07346339025916672,-1.1469470411568812,0.6454087429491185,0.08055863677586042,35.0,42.0,49.0
CYP,CY,,3,2007,11.0,9.0,6.0,8.0,5.0,180.560809230387,30918.34765625,,10.339105061954216,5.196067614280291,99.0,0.3993357730555086,1.5680488576664067,0.6578312673207214,-0.3815878066485769,-1.3186368282667333,0.6261780027650217,54.0,72.0,45.0
CYP,CY,,4,2012,11.0,6.0,,10.0,6.0,249.095015986358,30245.69921875,18.3749456234796,10.317109278764447,5.517834413984301,66.0,0.3993357730555086,-0.48142705760547244,,0.3837714278597274,-0.33661404265880746,-0.19225104621872022,,60.0,36.0
CYP,CY,,5,2019,7.0,8.0,6.0,10.0,7.0,106.611493751467,41816.42578125,17.0931036488541,10.64104450259771,4.669191327227765,56.0,-1.1445397679624414,0.8848902192424469,0.6578312673207214,0.3837714278597274,0.6454087429491185,-1.012792046203984,48.0,80.0,56.0
CZE,CZ,,1,2001,8.0,4.0,4.0,13.0,7.0,35.3594147803613,17709.4523103293,,9.781853804851433,3.5655646873033358,32.0,-0.7585708827079539,-1.8477443344533917,-0.510904486802388,1.5318102796221837,0.6454087429491185,1.40164505080493,16.0,52.0,28.0
CZE,CZ,,2,2003,12.0,9.0,6.0,6.0,6.0,24.2296599918749,19604.0917215381,,9.883493584733964,3.187577502203147,108.0,0.7853046583099962,1.5680488576664067,0.6578312673207214,-1.1469470411568812,-0.33661404265880746,1.2313960723830972,54.0,54.0,54.0
CZE,CZ,,3,2007,12.0,9.0,3.0,9.0,7.0,38.6977331757864,26267.6071527112,,10.17609179184313,3.655781024051111,108.0,0.7853046583099962,1.5680488576664067,-1.0952723638639428,0.0010918106055752641,0.6454087429491185,1.2313960723830972,27.0,81.0,63.0
CZE,CZ,,5,2019,7.0,8.0,7.0,11.0,6.0,49.4361990392383,45614.0171132532,1.69280340962665,10.72797034110148,3.9006829299196895,56.0,-1.1445397679624414,0.8848902192424469,1.2421991443822762,0.7664510451138795,-0.33661404265880746,-1.012792046203984,56.0,88.0,48.0
DEU,DE,,1,2001,12.0,4.0,6.0,8.0,5.0,111.240170458005,28674.1682823146,,10.263751936600968,4.711691561709116,48.0,0.7853046583099962,-1.8477443344533917,0.6578312673207214,-0.3815878066485769,-1.3186368282667333,-1.451042233212152,24.0,32.0,20.0
DEU,DE,,2,2003,7.0,7.0,5.0,7.0,5.0,108.505942047742,30301.4017692833,,10.31894925344001,4.6868049368979205,49.0,-1.1445397679624414,0.20173158081848727,0.07346339025916672,-0.7642674239027291,-1.3186368282667333,-0.23088981670068792,35.0,49.0,35.0
DEU,DE,,3,2007,7.0,8.0,5.0,6.0,6.0,95.4983439670839,36914.0023792935,,10.516346226322279,4.559108906677526,56.0,-1.1445397679624414,0.8848902192424469,0.07346339025916672,-1.1469470411568812,-0.33661404265880746,-1.012792046203984,40.0,48.0,48.0
DEU,DE,,4,2012,,6.0,4.0,7.0,5.0,82.1912420336658,44229.3941921739,,10.697144874005602,4.409048751783249,,,-0.48142705760547244,-0.510904486802388,-0.7642674239027291,-1.3186368282667333,,24.0,42.0,30.0
DEU,DE,,5,2019,5.0,8.0,6.0,12.0,6.0,77.4996042156685,59270.7276496985,,10.989870831570004,4.3502728294516615,40.0,-1.9164775384714166,0.8848902192424469,0.6578312673207214,1.1491306623680317,-0.33661404265880746,-1.6958722291911967,48.0,96.0,48.0
DNK,DK,,1,2001,13.0,5.0,7.0,8.0,7.0,138.613679741025,29458.9882141098,,10.290754345031381,4.931690781315529,65.0,1.1712735435644837,-1.164585696029432,1.2421991443822762,-0.3815878066485769,0.6454087429491185,-1.3640484149729035,35.0,40.0,35.0
DNK,DK,,2,2003,10.0,6.0,7.0,5.0,8.0,139.864644973646,30864.1123687371,,10.337349375909266,4.940675133319008,60.0,0.013366887801021103,-0.48142705760547244,1.2421991443822762,-1.5296266584110332,1.6274315285570444,-0.0064351814633880735,42.0,30.0,48.0
DNK,DK,,3,2007,9.0,7.0,3.0,7.0,7.0,184.03730996541,39110.0956365756,,10.574135913069393,5.215138508604754,63.0,-0.3726019974534664,0.20173158081848727,-1.0952723638639428,-0.7642674239027291,0.6454087429491185,-0.07516558996241375,21.0,49.0,49.0
DNK,DK,,4,2012,10.0,7.0,3.0,7.0,6.0,182.294719350744,44755.1624273018,3.52577006791977,10.708962078553325,5.2056247144562064,70.0,0.013366887801021103,0.20173158081848727,-1.0952723638639428,-0.7642674239027291,-0.33661404265880746,0.00269652340672334,21.0,49.0,42.0
DNK,DK,,5,2019,8.0,5.0,4.0,12.0,6.0,161.898678914292,60594.966400191,1.36888337331626,11.01196710590439,5.08697070076328,40.0,-0.7585708827079539,-1.164585696029432,-0.510904486802388,1.1491306623680317,-0.33661404265880746,0.8834207994261032,20.0,60.0,30.0
DOM,DO,,3,2007,11.0,7.0,6.0,8.0,6.0,20.0047917218848,9951.13191591458,,9.20544158407584,2.995971830952066,77.0,0.3993357730555086,0.20173158081848727,0.6578312673207214,-0.3815878066485769,-0.33661404265880746,0.08055863677586042,42.0,56.0,42.0
DOM,DO,,3,2007,12.0,8.0,5.0,10.0,5.0,20.0047917218848,9951.13191591458,,9.20544158407584,2.995971830952066,96.0,0.7853046583099962,0.8848902192424469,0.07346339025916672,0.3837714278597274,-1.3186368282667333,0.6949084112640473,40.0,80.0,40.0
DOM,DO,,4,2012,8.0,5.0,6.0,6.0,6.0,21.5674373699348,11776.6228103557,,9.373871727677782,3.071184648055017,40.0,-0.7585708827079539,-1.164585696029432,0.6578312673207214,-1.1469470411568812,-0.33661404265880746,0.8834207994261032,30.0,30.0,30.0
DOM,DO,,5,2019,8.0,6.0,6.0,11.0,7.0,26.7995699989439,19766.7628586981,1.54556853558722,9.891757162681824,3.2883858425725654,48.0,-0.7585708827079539,-0.48142705760547244,0.6578312673207214,0.7664510451138795,0.6454087429491185,0.3651965480472762,36.0,66.0,42.0
DZA,DZ,,2,2003,8.0,5.0,4.0,11.0,7.0,10.335213370193,10802.7506703127,,9.287556072379507,2.33555683831907,40.0,-0.7585708827079539,-1.164585696029432,-0.510904486802388,0.7664510451138795,0.6454087429491185,0.8834207994261032,20.0,55.0,35.0
DZA,DZ,,3,2007,10.0,9.0,7.0,7.0,7.0,12.2855916116841,13320.964120903,,9.497094322924143,2.508427162052863,90.0,0.013366887801021103,1.5680488576664067,1.2421991443822762,-0.7642674239027291,0.6454087429491185,0.020959933146946167,63.0,63.0,63.0
ECU,EC,,2,2003,14.0,5.0,9.0,11.0,7.0,17.4301751824176,6475.06597343736,9.49739951360216,8.775714075463686,2.858202910107791,70.0,1.5572424288189712,-1.164585696029432,2.4109348985053853,0.7664510451138795,0.6454087429491185,-1.813542257852705,45.0,55.0,35.0
ECU,EC,,4,2012,12.0,6.0,2.0,8.0,5.0,26.1390750022727,10244.5177816184,3.69366388156466,9.23449799090915,3.2634313212758843,72.0,0.7853046583099962,-0.48142705760547244,-1.6796402409254974,-0.3815878066485769,-1.3186368282667333,-0.3780669109740524,12.0,48.0,30.0
ECU,EC,,5,2019,16.0,6.0,3.0,9.0,,40.0966840443538,12543.0148243925,3.15128362975838,9.436919201909689,3.691293638732585,96.0,2.329180199327946,-0.48142705760547244,-1.0952723638639428,0.0010918106055752641,,-1.121330369995381,18.0,54.0,
EST,EE,,1,2001,7.0,6.0,8.0,9.0,7.0,,10308.8990965341,,9.240762791148017,,42.0,-1.1445397679624414,-0.48142705760547244,1.8265670214438308,0.0010918106055752641,0.6454087429491185,0.5510124128026084,48.0,54.0,42.0
EST,EE,,2,2003,5.0,9.0,2.0,11.0,6.0,,13135.0419683127,,9.483038897265864,,45.0,-1.9164775384714166,1.5680488576664067,-1.6796402409254974,0.7664510451138795,-0.33661404265880746,-3.0051304149434315,18.0,99.0,54.0
EST,EE,,3,2007,8.0,7.0,4.0,10.0,7.0,83.7303592215246,22200.5486407425,,10.007872281101955,4.427601626443906,56.0,-0.7585708827079539,0.20173158081848727,-0.510904486802388,0.3837714278597274,0.6454087429491185,-0.15302770333155083,28.0,70.0,49.0
EST,EE,,4,2012,10.0,5.0,5.0,7.0,6.0,72.2027888223515,26242.5282659014,2.62266859406297,10.175136590013361,4.279478671501161,50.0,0.013366887801021103,-1.164585696029432,0.07346339025916672,-0.7642674239027291,-0.33661404265880746,-0.015566886333499485,25.0,35.0,30.0
EST,EE,,5,2019,8.0,6.0,8.0,12.0,7.0,58.2254963400439,40586.3784378888,1.97424852159292,10.611187782839,4.064323340251785,48.0,-0.7585708827079539,-0.48142705760547244,1.8265670214438308,1.1491306623680317,0.6454087429491185,0.3651965480472762,48.0,72.0,42.0
EGY,EG,,1,2001,8.0,7.0,5.0,9.0,6.0,54.9311402286033,5650.05196237607,,8.639420020978916,4.006080404987318,56.0,-0.7585708827079539,0.20173158081848727,0.07346339025916672,0.0010918106055752641,-0.33661404265880746,-0.15302770333155083,35.0,63.0,42.0
EGY,EG,,2,2003,10.0,10.0,4.0,11.0,7.0,53.897628742515,5928.07945344715,,8.687455569964232,3.987086483301841,100.0,0.013366887801021103,2.2512074960903665,-0.510904486802388,0.7664510451138795,0.6454087429491185,0.03009163801705758,40.0,110.0,70.0
EGY,EG,,3,2007,10.0,11.0,3.0,11.0,5.0,45.5152215665951,7640.57228597204,,8.941227785896054,3.8180468099360683,110.0,0.013366887801021103,2.934366134514326,-1.0952723638639428,0.7664510451138795,-1.3186368282667333,0.03922334288716899,33.0,121.0,55.0
EGY,EG,,4,2012,11.0,7.0,6.0,11.0,6.0,27.388449729504,10342.4317112754,,9.244010295584776,3.3101213818010833,77.0,0.3993357730555086,0.20173158081848727,0.6578312673207214,0.7664510451138795,-0.33661404265880746,0.08055863677586042,42.0,77.0,42.0
ESP,ES,,1,2001,7.0,6.0,8.0,9.0,7.0,94.9394409772958,22952.3641099695,,10.041176221511035,4.553239224937475,42.0,-1.1445397679624414,-0.48142705760547244,1.8265670214438308,0.0010918106055752641,0.6454087429491185,0.5510124128026084,48.0,54.0,42.0
ESP,ES,,2,2003,6.0,7.0,8.0,7.0,8.0,106.544052882645,25057.3469945838,,10.128922356707927,4.668558541713738,42.0,-1.530508653216929,0.20173158081848727,1.8265670214438308,-0.7642674239027291,1.6274315285570444,-0.30875193006982504,56.0,49.0,56.0
ESP,ES,,3,2007,7.0,8.0,8.0,7.0,8.0,167.635941463016,32536.1882684038,,10.39010823403466,5.121794612927349,56.0,-1.1445397679624414,0.8848902192424469,1.8265670214438308,-0.7642674239027291,1.6274315285570444,-1.012792046203984,64.0,56.0,64.0
ESP,ES,,4,2012,7.0,5.0,3.0,8.0,6.0,157.416087817723,31869.7839822219,5.71026349860104,10.369413629296847,5.058892540529763,35.0,-1.1445397679624414,-1.164585696029432,-1.0952723638639428,-0.3815878066485769,-0.33661404265880746,1.3329146423059044,15.0,40.0,30.0
ESP,ES,,5,2019,7.0,6.0,7.0,12.0,7.0,93.4379561461582,44042.757577336,3.15282728174409,10.692916204165552,4.537297645404883,42.0,-1.1445397679624414,-0.48142705760547244,1.2421991443822762,1.1491306623680317,0.6454087429491185,0.5510124128026084,42.0,72.0,42.0
ETH,ET,,3,2007,11.0,4.0,2.0,5.0,5.0,18.5221491075519,770.261155212815,,6.646729619959137,2.918967265010021,44.0,0.3993357730555086,-1.8477443344533917,-1.6796402409254974,-1.5296266584110332,-1.3186368282667333,-0.7378704122078814,8.0,20.0,20.0
ETH,ET,,4,2012,14.0,6.0,2.0,9.0,6.0,,1178.97474553026,,7.072400480062203,,84.0,1.5572424288189712,-0.48142705760547244,-1.6796402409254974,0.0010918106055752641,-0.33661404265880746,-0.7496986404847167,12.0,54.0,36.0
FIN,FI,,1,2001,6.0,8.0,5.0,7.0,4.0,52.5812671024794,27798.0582735421,,10.2327214509639,3.9623599175750703,48.0,-1.530508653216929,0.8848902192424469,0.07346339025916672,-0.7642674239027291,-2.3006596138746596,-1.3543321376975905,40.0,56.0,32.0
FIN,FI,,2,2003,8.0,8.0,4.0,6.0,5.0,60.2798687003177,29042.698985165,,10.276522404880557,4.098998195592646,64.0,-0.7585708827079539,0.8848902192424469,-0.510904486802388,-1.1469470411568812,-1.3186368282667333,-0.6712519547103778,32.0,48.0,40.0
FIN,FI,,3,2007,9.0,6.0,4.0,8.0,6.0,76.2791418750234,37842.9164695203,0.226516077373678,10.541199093914612,4.334399530996987,54.0,-0.3726019974534664,-0.48142705760547244,-0.510904486802388,-0.3815878066485769,-0.33661404265880746,0.17938068329194407,24.0,48.0,36.0
FIN,FI,,4,2012,7.0,4.0,3.0,4.0,6.0,92.0096018524988,40739.1131809421,0.445132847109479,10.614943921771221,4.521892939565027,28.0,-1.1445397679624414,-1.8477443344533917,-1.0952723638639428,-1.9123062756651854,-0.33661404265880746,2.1148168718092006,12.0,16.0,24.0
FIN,FI,,5,2019,7.0,7.0,5.0,10.0,7.0,95.5194157254379,52276.1115723992,1.5073192904517,10.86429478800953,4.559329532848343,49.0,-1.1445397679624414,0.20173158081848727,0.07346339025916672,0.3837714278597274,0.6454087429491185,-0.23088981670068792,35.0,70.0,49.0
FJI,FJ,,2,2003,10.0,9.0,5.0,9.0,6.0,41.5219259715216,6033.12030343946,,8.705019619140247,3.726221624379149,90.0,0.013366887801021103,1.5680488576664067,0.07346339025916672,0.0010918106055752641,-0.33661404265880746,0.020959933146946167,45.0,81.0,54.0
FJI,FJ,,3,2007,12.0,7.0,4.0,7.0,8.0,61.9237190832889,6989.72309220269,5.68211734419274,8.852196219593766,4.125903290192393,84.0,0.7853046583099962,0.20173158081848727,-0.510904486802388,-0.7642674239027291,1.6274315285570444,0.15842075014499754,28.0,49.0,56.0
FJI,FJ,,4,2012,13.0,7.0,3.0,10.0,6.0,58.6938374592408,8204.46565475009,4.18520747199108,9.012433877058609,4.072334737664291,91.0,1.1712735435644837,0.20173158081848727,-1.0952723638639428,0.3837714278597274,-0.33661404265880746,0.2362828635141346,21.0,70.0,42.0
FJI,FJ,,5,2019,9.0,6.0,4.0,,7.0,72.0666323598297,12978.0990352704,3.83835127206916,9.471018526163741,4.2775911404938185,54.0,-0.3726019974534664,-0.48142705760547244,-0.510904486802388,,0.6454087429491185,0.17938068329194407,24.0,,42.0
FRA,FR,,1,2001,14.0,5.0,5.0,5.0,6.0,77.3660995997081,27346.834962018,,10.21635607764425,4.348548694982337,70.0,1.5572424288189712,-1.164585696029432,0.07346339025916672,-1.5296266584110332,-0.33661404265880746,-1.813542257852705,25.0,25.0,30.0
FRA,FR,,2,2003,6.0,6.0,2.0,4.0,7.0,75.9431226826294,28024.0897244695,,10.240819766573221,4.329984674351039,36.0,-1.530508653216929,-0.48142705760547244,-1.6796402409254974,-1.9123062756651854,0.6454087429491185,0.7368282775579406,12.0,24.0,42.0
FRA,FR,,3,2007,9.0,7.0,8.0,5.0,7.0,88.9392682081926,34066.2393228249,,10.436062123665172,4.487953757121925,63.0,-0.3726019974534664,0.20173158081848727,1.8265670214438308,-1.5296266584110332,0.6454087429491185,-0.07516558996241375,56.0,35.0,49.0
FRA,FR,,4,2012,9.0,5.0,3.0,10.0,6.0,96.5647580861383,37671.0239268565,4.29452327369679,10.53664648181008,4.570213851529464,45.0,-0.3726019974534664,-1.164585696029432,-1.0952723638639428,0.3837714278597274,-0.33661404265880746,0.4339269565463018,15.0,50.0,30.0
FRA,FR,,5,2019,5.0,8.0,8.0,12.0,7.0,104.415298896459,51130.4723140578,2.51442386618475,10.842135925544733,4.6483762058662546,40.0,-1.9164775384714166,0.8848902192424469,1.8265670214438308,1.1491306623680317,0.6454087429491185,-1.6958722291911967,64.0,96.0,56.0
GAB,GA,,2,2003,8.0,7.0,3.0,10.0,7.0,11.5183478998664,13564.1804141405,,9.515187804111106,2.4439412335134065,56.0,-0.7585708827079539,0.20173158081848727,-1.0952723638639428,0.3837714278597274,0.6454087429491185,-0.15302770333155083,21.0,70.0,49.0
