iso3,iso2,country,wave,year,ari,pmi,csi,spi,ebi,fin_dev,gdp_pc_ppp,npl_ratio,log_gdp_pc,log_fin_dev,ari_x_pmi,ari_z,pmi_z,csi_z,spi_z,ebi_z,ari_z_x_pmi_z,csi_x_pmi,spi_x_pmi,ebi_x_pmi
BDI,BI,,4,2012,9.0,6.0,5.0,12.0,5.0,20.0144580854028,637.247080191101,8.16828544058576,6.457157461356518,2.9964549166546988,54.0,-0.3726019974534664,-0.48142705760547244,0.07346339025916672,1.1491306623680317,-1.3186368282667333,0.17938068329194407,30.0,72.0,30.0
BDI,BI,,5,2019,9.0,5.0,6.0,11.0,6.0,18.1819637252625,868.423731660834,,6.7666797656602515,2.900430098607065,45.0,-0.3726019974534664,-1.164585696029432,0.6578312673207214,0.7664510451138795,-0.33661404265880746,0.4339269565463018,30.0,55.0,30.0
BEN,BJ,,2,2003,10.0,7.0,5.0,3.0,7.0,7.67128464773378,1841.60297283874,,7.518391652235831,2.0374840912804704,70.0,0.013366887801021103,0.20173158081848727,0.07346339025916672,-2.2949858929193376,0.6454087429491185,0.00269652340672334,35.0,21.0,49.0
BEN,BJ,,3,2007,11.0,6.0,5.0,6.0,6.0,12.240878394152,2135.53787873721,,7.666473827767485,2.5047810387373555,66.0,0.3993357730555086,-0.48142705760547244,0.07346339025916672,-1.1469470411568812,-0.33661404265880746,-0.19225104621872022,30.0,36.0,36.0
BEN,BJ,,4,2012,10.0,5.0,3.0,7.0,6.0,15.5338978423749,2346.08416204547,,7.760502903269628,2.7430245935869357,50.0,0.013366887801021103,-1.164585696029432,-1.0952723638639428,-0.7642674239027291,-0.33661404265880746,-0.015566886333499485,15.0,35.0,30.0
BEN,BJ,,5,2019,10.0,7.0,2.0,10.0,7.0,17.5628620818268,3148.97969597838,,8.054833773312177,2.8657865636402633,70.0,0.013366887801021103,0.20173158081848727,-1.6796402409254974,0.3837714278597274,0.6454087429491185,0.00269652340672334,14.0,70.0,49.0
BMU,BM,,5,2019,4.0,7.0,8.0,9.0,7.0,,90984.4576708318,,11.418443976085866,,28.0,-2.302446423725904,0.20173158081848727,1.8265670214438308,0.0010918106055752641,0.6454087429491185,-0.46447615680809917,56.0,63.0,49.0
BOL,BO,,1,2001,6.0,6.0,7.0,10.0,6.0,53.3632581636816,4204.93622748505,,8.34401440641453,3.9771224597822905,36.0,-1.530508653216929,-0.48142705760547244,1.2421991443822762,0.3837714278597274,-0.33661404265880746,0.7368282775579406,42.0,60.0,36.0
BOL,BO,,2,2003,13.0,7.0,3.0,9.0,7.0,47.6612253119549,4432.92085269619,,8.396813980467957,3.864118180781048,91.0,1.1712735435644837,0.20173158081848727,-1.0952723638639428,0.0010918106055752641,0.6454087429491185,0.2362828635141346,21.0,63.0,49.0
BOL,BO,,3,2007,13.0,7.0,3.0,9.0,7.0,34.3439976020817,5536.56815653658,,8.619130121463652,3.5364272611016685,91.0,1.1712735435644837,0.20173158081848727,-1.0952723638639428,0.0010918106055752641,0.6454087429491185,0.2362828635141346,21.0,63.0,49.0
BOL,BO,,5,2019,14.0,7.0,6.0,10.0,7.0,54.8850161242708,11005.3541169156,1.86600368568285,9.306137171263458,4.00524038092207,98.0,1.5572424288189712,0.20173158081848727,0.6578312673207214,0.3837714278597274,0.6454087429491185,0.3141449768832717,42.0,70.0,49.0
BRA,BR,,1,2001,13.0,7.0,5.0,13.0,7.0,29.0040380203225,9303.64529208666,,9.138161569233432,3.3674350623732816,91.0,1.1712735435644837,0.20173158081848727,0.07346339025916672,1.5318102796221837,0.6454087429491185,0.2362828635141346,35.0,91.0,49.0
BRA,BR,,2,2003,8.0,7.0,8.0,8.0,8.0,27.6856699440399,9801.9621245505,,9.190337861408825,3.320914948791604,56.0,-0.7585708827079539,0.20173158081848727,1.8265670214438308,-0.3815878066485769,1.6274315285570444,-0.15302770333155083,56.0,56.0,56.0
BRA,BR,,3,2007,9.0,8.0,3.0,10.0,8.0,40.6909379439314,12672.5051158078,2.98260391267765,9.447189974040075,3.7060054127169977,72.0,-0.3726019974534664,0.8848902192424469,-1.0952723638639428,0.3837714278597274,1.6274315285570444,-0.32971186321677154,24.0,80.0,64.0
BRA,BR,,4,2012,5.0,5.0,5.0,9.0,7.0,62.5192932013758,15198.086330971,3.44682339262827,9.628924799630164,4.1354752003290365,25.0,-1.9164775384714166,-1.164585696029432,0.07346339025916672,0.0010918106055752641,0.6454087429491185,2.2319023280655075,25.0,45.0,35.0
BRA,BR,,5,2019,11.0,6.0,7.0,12.0,7.0,62.790504944009,16069.838015161,2.65554756569737,9.68469937872811,4.139803866883921,66.0,0.3993357730555086,-0.48142705760547244,1.2421991443822762,1.1491306623680317,0.6454087429491185,-0.19225104621872022,42.0,72.0,42.0
BTN,BT,,1,2001,12.0,4.0,2.0,10.0,6.0,9.38488204565102,3338.49246893448,,8.113274627472249,2.2391001015685483,48.0,0.7853046583099962,-1.8477443344533917,-1.6796402409254974,0.3837714278597274,-0.33661404265880746,-1.451042233212152,8.0,40.0,24.0
BTN,BT,,2,2003,12.0,7.0,6.0,9.0,6.0,12.3816044786264,3942.28144580049,,8.279514881866348,2.516211861332636,84.0,0.7853046583099962,0.20173158081848727,0.6578312673207214,0.0010918106055752641,-0.33661404265880746,0.15842075014499754,42.0,63.0,42.0
BTN,BT,,3,2007,12.0,8.0,5.0,6.0,6.0,22.2857427388367,5728.91569471022,,8.65328155876709,3.103947134936081,96.0,0.7853046583099962,0.8848902192424469,0.07346339025916672,-1.1469470411568812,-0.33661404265880746,0.6949084112640473,40.0,48.0,48.0
BTN,BT,,4,2012,11.0,6.0,5.0,7.0,4.0,42.2326596376795,8577.40731901004,5.45153266771976,9.0568869695457,3.7431938467798864,66.0,0.3993357730555086,-0.48142705760547244,0.07346339025916672,-0.7642674239027291,-2.3006596138746596,-0.19225104621872022,30.0,42.0,24.0
BTN,BT,,5,2019,15.0,7.0,4.0,6.0,5.0,59.3581476068268,12909.1009840399,8.45073446760821,9.465687844238518,4.083589392287751,105.0,1.9432113140734588,0.20173158081848727,-0.510904486802388,-1.1469470411568812,-1.3186368282667333,0.3920070902524088,28.0,42.0,35.0
BWA,BW,,1,2001,10.0,7.0,7.0,12.0,7.0,16.5122232652132,9419.79390743785,,9.150568489139767,2.8041009105990424,70.0,0.013366887801021103,0.20173158081848727,1.2421991443822762,1.1491306623680317,0.6454087429491185,0.00269652340672334,49.0,84.0,49.0
BWA,BW,,2,2003,9.0,7.0,6.0,10.0,7.0,19.9773621242987,10438.7580333449,,9.253280892036766,2.994599738693357,63.0,-0.3726019974534664,0.20173158081848727,0.6578312673207214,0.3837714278597274,0.6454087429491185,-0.07516558996241375,42.0,70.0,49.0
BWA,BW,,3,2007,11.0,9.0,6.0,3.0,7.0,23.3652160138816,13388.7379138475,,9.50216917836888,3.1512484213003913,99.0,0.3993357730555086,1.5680488576664067,0.6578312673207214,-2.2949858929193376,0.6454087429491185,0.6261780027650217,54.0,27.0,63.0
BWA,BW,,4,2012,13.0,7.0,5.0,9.0,6.0,32.8510178109723,12736.5833891004,2.62060809323672,9.452233713340082,3.49198272804188,91.0,1.1712735435644837,0.20173158081848727,0.07346339025916672,0.0010918106055752641,-0.33661404265880746,0.2362828635141346,35.0,63.0,42.0
BWA,BW,,5,2019,13.0,8.0,8.0,12.0,7.0,35.8595069166918,15960.0156143903,4.78797420738131,9.677841849348578,3.579608717850767,104.0,1.1712735435644837,0.8848902192424469,1.8265670214438308,1.1491306623680317,0.6454087429491185,1.0364485027576535,64.0,96.0,56.0
BLR,BY,,1,2001,9.0,4.0,5.0,4.0,7.0,8.15667290312813,6238.09862372757,,8.738430707194672,2.098836353370747,36.0,-0.3726019974534664,-1.8477443344533917,0.07346339025916672,-1.9123062756651854,0.6454087429491185,0.6884732298006596,20.0,16.0,28.0
BLR,BY,,2,2003,12.0,6.0,5.0,6.0,6.0,11.714901481206,7361.72161071026,,8.904049098867867,2.460861662296229,72.0,0.7853046583099962,-0.48142705760547244,0.07346339025916672,-1.1469470411568812,-0.33661404265880746,-0.3780669109740524,30.0,36.0,36.0
BLR,BY,,3,2007,10.0,9.0,4.0,4.0,6.0,23.6591460120022,12320.0240264282,,9.418981187282704,3.1637497637315524,90.0,0.013366887801021103,1.5680488576664067,-0.510904486802388,-1.9123062756651854,-0.33661404265880746,0.020959933146946167,36.0,36.0,54.0
BLR,BY,,4,2012,8.0,6.0,4.0,9.0,6.0,20.7453619109863,18114.7508606708,5.50187400609008,9.804481850028463,3.0323226993297547,48.0,-0.7585708827079539,-0.48142705760547244,-0.510904486802388,0.0010918106055752641,-0.33661404265880746,0.3651965480472762,24.0,54.0,36.0
BLR,BY,,5,2019,7.0,5.0,6.0,9.0,7.0,24.2103470516677,22301.5932411839,4.62787813876966,10.01241340068908,3.186780105901649,35.0,-1.1445397679624414,-1.164585696029432,0.6578312673207214,0.0010918106055752641,0.6454087429491185,1.3329146423059044,30.0,45.0,35.0
BLZ,BZ,,2,2003,12.0,6.0,5.0,10.0,7.0,38.6289176191416,8849.64628939549,,9.088132769903316,3.654001157107328,72.0,0.7853046583099962,-0.48142705760547244,0.07346339025916672,0.3837714278597274,0.6454087429491185,-0.3780669109740524,30.0,60.0,42.0
BLZ,BZ,,3,2007,14.0,8.0,3.0,11.0,4.0,45.4309189223278,10225.986730898,,9.232687478054318,3.8161929067806515,112.0,1.5572424288189712,0.8848902192424469,-1.0952723638639428,0.7664510451138795,-2.3006596138746596,1.37798859425126,24.0,88.0,32.0
BLZ,BZ,,4,2012,12.0,7.0,5.0,9.0,6.0,46.3588049242508,9303.37857455225,,9.138132900754654,3.8364112399738612,84.0,0.7853046583099962,0.20173158081848727,0.07346339025916672,0.0010918106055752641,-0.33661404265880746,0.15842075014499754,35.0,63.0,42.0
BLZ,BZ,,5,2019,10.0,6.0,4.0,11.0,7.0,45.7404064110272,10499.962073199,22.0417617893794,9.259126924062805,3.8229820737984324,60.0,0.013366887801021103,-0.48142705760547244,-0.510904486802388,0.7664510451138795,0.6454087429491185,-0.0064351814633880735,24.0,66.0,42.0
CAN,CA,,1,2001,7.0,6.0,2.0,5.0,7.0,121.35283176137,30241.0326530827,,10.316954978291196,4.798702267387528,42.0,-1.1445397679624414,-0.48142705760547244,-1.6796402409254974,-1.5296266584110332,0.6454087429491185,0.5510124128026084,12.0,30.0,42.0
